Review_ID,Product_ID,Product_Name,Category,Customer_ID,Review_Date,Rating,Review_Title,Review_Text,Verified_Purchase,Helpful_Votes
REV11198,PROD1016,Running Shoes,Sportswear,CUS3571,2025-12-29,4,Amazing quality,"Great value for money, exceeded my expectations completely.",Yes,24.0
REV10900,PROD1029,Baby Stroller,Baby Products,CUS3816,2026-02-25,3,Does the job,"The product works as expected, delivery took a bit long.",Yes,8.0
REV10306,PROD1009,Sunglasses Classic,Accessories,CUS5795,2026-07-16,5,Great purchase,"Works flawlessly, setup was simple, and battery lasts long.",Yes,23.0
REV15141,PROD1019,Men's Cotton T-Shirt,Clothing,CUS4668,2026-04-06,2,Not recommended,"Late delivery, wrong item received, and refund process was slow.",Yes,12.0
REV13509,PROD1016,Running Shoes,Sportswear,CUS5841,2026-03-23,5,Highly recommend,"Absolutely love this product, works perfectly and looks great.",Yes,11.0
REV13231,PROD1017,Yoga Mat,Sportswear,CUS4024,2025-11-08,5,Best buy,"Very comfortable and easy to use, exactly as described.",Yes,22.0
REV11345,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS4230,2025-06-01,4,Great purchase,"Excellent build quality, fast delivery, highly recommend to everyone.",No,2.0
REV12157,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS4065,2025-11-22,1,Waste of money,"Waste of money, stopped functioning within the first month.",Yes,15.0
REV10232,PROD1028,Mechanical Keyboard,Electronics,CUS4399,2025-12-15,4,Best buy,The quality is outstanding and it arrived earlier than expected.,Yes,6.0
REV12924,PROD1002,Smart Fitness Watch,Electronics,CUS5436,2025-12-23,5,Fair quality,"The product is okay, does the job but nothing special.",Yes,3.0
REV10180,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS5389,2025-07-09,5,Average product,"Not bad, not great, meets basic expectations only.",Yes,10.0
REV11147,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS2083,2025-04-22,5,Average product,"The product is okay, does the job but nothing special.",Yes,1.0
REV15024,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS4062,2025-10-01,5,Best buy,"Superb performance, this is one of the best purchases I made.",Yes,6.0
REV15475,PROD1002,Smart Fitness Watch,Electronics,CUS2111,2025-11-03,1,Broke quickly,Delivery was extremely delayed and packaging was damaged badly.,Yes,0.0
REV16072,PROD1026,Almond Butter Jar,Grocery,CUS1838,2025-09-25,4,Amazing quality,"Beautiful design, sturdy material, and very durable overall.",Yes,6.0
REV16750,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS4647,2025-01-13,4,Average product,"It is okay for daily use, though design feels a bit plain.",Yes,0.0
REV13402,PROD1020,Women's Denim Jacket,Clothing,CUS1005,2025-11-15,1,Waste of money,Sound quality is poor and connection keeps dropping constantly.,Yes,9.0
REV10512,PROD1028,Mechanical Keyboard,Electronics,CUS3165,2026-05-11,5,Highly recommend,"Great value for money, exceeded my expectations completely.",Yes,9.0
REV11529,PROD1017,Yoga Mat,Sportswear,CUS3289,2026-04-22,5,Excellent product,"Beautiful design, sturdy material, and very durable overall.",Yes,9.0
REV13063,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS2177,2025-03-27,3,Bad experience,"Poor quality material, broke within a week of normal use.",Yes,12.0
REV14206,PROD1030,Board Game Family Pack,Toys & Games,CUS5756,2025-05-19,3,Fair quality,"The product is okay, does the job but nothing special.",Yes,1.0
REV15479,PROD1003,Portable Bluetooth Speaker,Electronics,CUS2777,2025-12-24,5,Very satisfied,"Beautiful design, sturdy material, and very durable overall.",Yes,4.0
REV16128,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS3311,2025-08-16,5,Excellent product,"Absolutely love this product, works perfectly and looks great.",Yes,8.0
REV14997,PROD1019,Men's Cotton T-Shirt,Clothing,CUS1664,2025-07-27,4,Does the job,"Average quality, works fine but packaging could be better.",Yes,12.0
REV16908,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS5943,2025-07-08,1,Not recommended,"Not worth the money, quality is much worse than expected.",Yes,1.0
REV10359,PROD1003,Portable Bluetooth Speaker,Electronics,CUS3542,2026-04-18,4,Excellent product,Fast shipping and the product works exactly as advertised.,Yes,0.0
REV11119,PROD1025,Organic Green Tea,Grocery,CUS5211,2025-05-24,3,Average product,"Product matches description, performance is average at best.",Yes,5.0
REV12845,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS5755,2025-11-07,5,Very satisfied,The sound quality is amazing and battery life is excellent.,Yes,1.0
REV13627,PROD1003,Portable Bluetooth Speaker,Electronics,CUS1175,2025-01-09,1,Very disappointed,"Late delivery, wrong item received, and refund process was slow.",No,3.0
REV11032,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS5919,2025-11-26,5,Love it,"Beautiful design, sturdy material, and very durable overall.",Yes,23.0
REV13182,PROD1021,Kids Winter Jacket,Clothing,CUS2884,2025-05-22,5,Average product,"Product matches description, performance is average at best.",No,14.0
REV12259,PROD1029,Baby Stroller,Baby Products,CUS2016,2025-11-13,4,Very satisfied,"Great value for money, exceeded my expectations completely.",Yes,10.0
REV12686,PROD1016,Running Shoes,Sportswear,CUS1179,2026-02-28,2,Waste of money,"Poor quality material, broke within a week of normal use.",Yes,5.0
REV10384,PROD1006,USB-C Fast Charger,Electronics,CUS2356,2026-03-25,5,Love it,The sound quality is amazing and battery life is excellent.,Yes,1.0
REV12729,PROD1025,Organic Green Tea,Grocery,CUS3565,2026-05-21,3,Very disappointed,"Waste of money, stopped functioning within the first month.",No,0.0
REV11870,PROD1006,USB-C Fast Charger,Electronics,CUS1407,2026-02-15,5,Love it,Customer service was helpful and the product exceeded expectations.,No,4.0
REV12437,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS5326,2025-02-13,3,Does the job,"It works fine, but I expected slightly better build quality.",No,2.0
REV16822,PROD1019,Men's Cotton T-Shirt,Clothing,CUS4889,2025-04-21,1,Decent for the price,"It is okay for daily use, though design feels a bit plain.",Yes,7.0
REV16177,PROD1005,Noise Cancelling Earbuds,Electronics,CUS2611,2025-12-28,5,Excellent product,"Really happy with this purchase, quality feels premium.",Yes,10.0
REV10730,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS2735,2026-05-22,5,Great purchase,"Very comfortable and easy to use, exactly as described.",Yes,2.0
REV15829,PROD1006,USB-C Fast Charger,Electronics,CUS2285,2025-12-23,2,Poor quality,Delivery was extremely delayed and packaging was damaged badly.,Yes,21.0
REV15789,PROD1016,Running Shoes,Sportswear,CUS1873,2026-03-10,4,Excellent product,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,15.0
REV16698,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS3630,2026-05-04,2,Very disappointed,Extremely disappointed with the build quality and finishing.,Yes,8.0
REV10025,PROD1019,Men's Cotton T-Shirt,Clothing,CUS4509,2026-02-13,4,Highly recommend,"Superb performance, this is one of the best purchases I made.",Yes,0.0
REV13782,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS5613,2026-05-07,3,Average product,"Average quality, works fine but packaging could be better.",Yes,5.0
REV16847,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS2966,2025-06-09,5,Highly recommend,The sound quality is amazing and battery life is excellent.,Yes,7.0
REV12721,PROD1004,4K Ultra HD Smart TV,Electronics,CUS4709,2025-06-25,4,Great purchase,Customer service was helpful and the product exceeded expectations.,Yes,7.0
REV16311,PROD1018,Gym Duffel Bag,Sportswear,CUS4578,2026-04-17,5,Fair quality,"Fair quality overall, similar to other products in this range.",Yes,4.0
REV12938,PROD1028,Mechanical Keyboard,Electronics,CUS5559,2025-08-12,3,Excellent product,"Amazing quality for the price, will definitely buy again.",Yes,15.0
REV14114,PROD1025,Organic Green Tea,Grocery,CUS1333,2025-11-16,1,Waste of money,"Late delivery, wrong item received, and refund process was slow.",Yes,35.0
REV12811,PROD1005,Noise Cancelling Earbuds,Electronics,CUS2634,2025-09-14,3,Waste of money,Battery life is terrible and customer support was unhelpful.,Yes,4.0
REV15779,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS3635,2026-02-26,5,It's okay,"Product matches description, performance is average at best.",No,0.0
REV12568,PROD1004,4K Ultra HD Smart TV,Electronics,CUS5764,2025-03-17,3,Fair quality,"Product matches description, performance is average at best.",Yes,4.0
REV11985,PROD1015,Air Fryer,Home & Kitchen,CUS4405,2025-01-07,4,Best buy,"Great value for money, exceeded my expectations completely.",Yes,5.0
REV13745,PROD1025,Organic Green Tea,Grocery,CUS3136,2025-08-21,4,Excellent product,"Great value for money, exceeded my expectations completely.",Yes,10.0
REV14131,PROD1016,Running Shoes,Sportswear,CUS1011,2025-04-28,3,Bad experience,"Bad experience overall, would not recommend this to anyone.",No,6.0
REV11643,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS3020,2025-09-11,4,Love it,"Superb performance, this is one of the best purchases I made.",Yes,0.0
REV12036,PROD1029,Baby Stroller,Baby Products,CUS3767,2026-01-22,2,Broke quickly,Sound quality is poor and connection keeps dropping constantly.,Yes,3.0
REV12857,PROD1017,Yoga Mat,Sportswear,CUS3123,2025-05-13,5,Great purchase,"Works flawlessly, setup was simple, and battery lasts long.",Yes,8.0
REV10733,PROD1002,Smart Fitness Watch,Electronics,CUS1815,2026-04-16,5,Excellent product,The sound quality is amazing and battery life is excellent.,Yes,8.0
REV15404,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS3561,2025-04-14,2,It's okay,"It is okay for daily use, though design feels a bit plain.",No,3.0
REV13485,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS1913,2025-07-14,5,Great purchase,Customer service was helpful and the product exceeded expectations.,Yes,15.0
REV15474,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS2007,2025-02-13,5,Decent for the price,"The product works as expected, delivery took a bit long.",Yes,10.0
REV13132,PROD1002,Smart Fitness Watch,Electronics,CUS3257,2025-07-23,1,Bad experience,The fabric quality is cheap and it started tearing quickly.,Yes,0.0
REV10757,PROD1008,Leather Wallet,Accessories,CUS5092,2025-03-14,1,Very disappointed,Extremely disappointed with the build quality and finishing.,No,8.0
REV15978,PROD1003,Portable Bluetooth Speaker,Electronics,CUS5641,2026-07-04,4,Highly recommend,The quality is outstanding and it arrived earlier than expected.,No,16.0
REV14078,PROD1018,Gym Duffel Bag,Sportswear,CUS1561,2025-03-20,4,Best buy,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,19.0
REV11838,PROD1029,Baby Stroller,Baby Products,CUS1739,2025-09-01,5,It's okay,"It works fine, but I expected slightly better build quality.",Yes,0.0
REV16640,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS4765,2025-09-04,5,Love it,"Great value for money, exceeded my expectations completely.",Yes,9.0
REV15634,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS1568,2025-06-30,5,Very satisfied,"Really happy with this purchase, quality feels premium.",Yes,10.0
REV14380,PROD1012,Electric Kettle,Home & Kitchen,CUS4080,2025-05-05,5,Highly recommend,"Great value for money, exceeded my expectations completely.",No,5.0
REV14835,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS2130,2026-05-15,4,Love it,"Very comfortable and easy to use, exactly as described.",Yes,5.0
REV14001,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS4554,2026-05-10,1,Not recommended,"Not worth the money, quality is much worse than expected.",Yes,0.0
REV16103,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS3820,2025-12-21,4,Very satisfied,"Beautiful design, sturdy material, and very durable overall.",No,2.0
REV12080,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS3634,2025-12-16,5,Love it,"Great value for money, exceeded my expectations completely.",No,5.0
REV15968,PROD1028,Mechanical Keyboard,Electronics,CUS5126,2026-05-09,2,Very disappointed,"Bad experience overall, would not recommend this to anyone.",Yes,15.0
REV12200,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS5529,2025-07-01,2,Broke quickly,"Very disappointed, the product stopped working after two days.",Yes,5.0
REV12700,PROD1009,Sunglasses Classic,Accessories,CUS2416,2025-07-22,4,Best buy,"Perfect gift, my family loved it, packaging was excellent too.",No,0.0
REV13866,PROD1006,USB-C Fast Charger,Electronics,CUS3023,2026-02-28,2,Broke quickly,"Product feels flimsy and cheaply made, broke almost immediately.",Yes,2.0
REV15639,PROD1003,Portable Bluetooth Speaker,Electronics,CUS2046,2026-07-30,5,Amazing quality,"Great value for money, exceeded my expectations completely.",No,10.0
REV15547,PROD1007,Laptop Backpack,Accessories,CUS4352,2026-07-11,5,Excellent product,Customer service was helpful and the product exceeded expectations.,Yes,4.0
REV16719,PROD1004,4K Ultra HD Smart TV,Electronics,CUS3251,2025-02-01,4,Love it,"Five stars, everything about this product is fantastic.",Yes,7.0
REV15857,PROD1019,Men's Cotton T-Shirt,Clothing,CUS5858,2025-06-12,5,Decent for the price,"Reasonable purchase, could use some improvements in quality.",Yes,5.0
REV14081,PROD1017,Yoga Mat,Sportswear,CUS5379,2026-04-22,5,It's okay,"Reasonable purchase, could use some improvements in quality.",No,11.0
REV12701,PROD1029,Baby Stroller,Baby Products,CUS3302,2026-02-07,4,Amazing quality,"Absolutely love this product, works perfectly and looks great.",Yes,22.0
REV16523,PROD1003,Portable Bluetooth Speaker,Electronics,CUS1239,2025-09-08,5,Love it,The sound quality is amazing and battery life is excellent.,Yes,12.0
REV16190,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS3460,2026-02-19,3,Highly recommend,Customer service was helpful and the product exceeded expectations.,Yes,19.0
REV14491,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS5804,2026-05-18,3,Love it,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,3.0
REV15300,PROD1017,Yoga Mat,Sportswear,CUS1790,2025-06-14,5,Very satisfied,"Beautiful design, sturdy material, and very durable overall.",Yes,0.0
REV16735,PROD1008,Leather Wallet,Accessories,CUS3617,2025-01-23,5,Love it,Customer service was helpful and the product exceeded expectations.,Yes,15.0
REV13674,PROD1005,Noise Cancelling Earbuds,Electronics,CUS5440,2025-07-13,5,Excellent product,"Works flawlessly, setup was simple, and battery lasts long.",Yes,2.0
REV16592,PROD1025,Organic Green Tea,Grocery,CUS5135,2025-10-31,4,Highly recommend,The quality is outstanding and it arrived earlier than expected.,No,2.0
REV12154,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS2403,2026-06-24,5,Amazing quality,"Really happy with this purchase, quality feels premium.",Yes,24.0
REV10761,PROD1019,Men's Cotton T-Shirt,Clothing,CUS1553,2025-01-15,3,Poor quality,"Not worth the money, quality is much worse than expected.",Yes,4.0
REV14784,PROD1004,4K Ultra HD Smart TV,Electronics,CUS3246,2026-04-06,4,Highly recommend,"Perfect gift, my family loved it, packaging was excellent too.",Yes,7.0
REV12884,PROD1030,Board Game Family Pack,Toys & Games,CUS5096,2025-11-16,5,Amazing quality,"Amazing quality for the price, will definitely buy again.",Yes,15.0
REV16133,PROD1004,4K Ultra HD Smart TV,Electronics,CUS1912,2026-02-17,2,Decent for the price,"The product is okay, does the job but nothing special.",Yes,15.0
REV16898,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS3643,2026-05-23,5,Decent for the price,"It is okay for daily use, though design feels a bit plain.",No,1.0
REV13364,PROD1028,Mechanical Keyboard,Electronics,CUS2825,2025-12-01,5,Love it,"Beautiful design, sturdy material, and very durable overall.",Yes,14.0
REV15746,PROD1009,Sunglasses Classic,Accessories,CUS2267,2026-01-21,5,Very satisfied,"Five stars, everything about this product is fantastic.",No,0.0
REV14589,PROD1019,Men's Cotton T-Shirt,Clothing,CUS3851,2026-01-16,5,Does the job,"The product works as expected, delivery took a bit long.",Yes,7.0
REV11183,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS5801,2025-07-25,5,Excellent product,"Beautiful design, sturdy material, and very durable overall.",Yes,0.0
REV15691,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS4889,2025-04-30,5,It's okay,"Not bad, not great, meets basic expectations only.",No,14.0
REV15564,PROD1003,Portable Bluetooth Speaker,Electronics,CUS4254,2025-01-16,4,Great purchase,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,0.0
REV12312,PROD1026,Almond Butter Jar,Grocery,CUS2571,2025-09-23,4,Does the job,"It is okay for daily use, though design feels a bit plain.",Yes,4.0
REV13107,PROD1017,Yoga Mat,Sportswear,CUS3596,2026-06-28,5,Amazing quality,"Absolutely love this product, works perfectly and looks great.",Yes,7.0
REV14531,PROD1016,Running Shoes,Sportswear,CUS3677,2025-05-22,5,Fair quality,"It works fine, but I expected slightly better build quality.",No,7.0
REV13338,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS1485,2025-04-14,4,Very satisfied,The sound quality is amazing and battery life is excellent.,No,2.0
REV16565,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS1707,2026-05-23,5,Highly recommend,"Absolutely love this product, works perfectly and looks great.",Yes,4.0
REV12277,PROD1016,Running Shoes,Sportswear,CUS1655,2026-01-04,2,Waste of money,"Bad experience overall, would not recommend this to anyone.",Yes,13.0
REV16154,PROD1019,Men's Cotton T-Shirt,Clothing,CUS1988,2025-01-12,4,Highly recommend,"Five stars, everything about this product is fantastic.",Yes,7.0
REV13074,PROD1003,Portable Bluetooth Speaker,Electronics,CUS4077,2025-05-11,5,Excellent product,"Really happy with this purchase, quality feels premium.",Yes,17.0
REV11241,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS1843,2025-04-08,4,Love it,"Absolutely love this product, works perfectly and looks great.",Yes,11.0
REV14047,PROD1009,Sunglasses Classic,Accessories,CUS4406,2025-04-06,2,Not recommended,Sound quality is poor and connection keeps dropping constantly.,Yes,19.0
REV10346,PROD1020,Women's Denim Jacket,Clothing,CUS4769,2026-01-06,2,Waste of money,"Poor quality material, broke within a week of normal use.",No,2.0
REV14550,PROD1016,Running Shoes,Sportswear,CUS1761,2025-04-28,5,Love it,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,4.0
REV14633,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS2499,2025-08-04,4,Very satisfied,"Works flawlessly, setup was simple, and battery lasts long.",Yes,1.0
REV13815,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS2564,2025-01-25,5,Excellent product,The sound quality is amazing and battery life is excellent.,No,8.0
REV12605,PROD1021,Kids Winter Jacket,Clothing,CUS5075,2025-04-10,5,Excellent product,"Really happy with this purchase, quality feels premium.",Yes,6.0
REV16191,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS3704,2026-02-02,3,Fair quality,"Average quality, works fine but packaging could be better.",Yes,4.0
REV13078,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS5481,2026-03-05,3,It's okay,"It is okay for daily use, though design feels a bit plain.",Yes,9.0
REV15937,PROD1009,Sunglasses Classic,Accessories,CUS2428,2025-04-04,2,Broke quickly,"Bad experience overall, would not recommend this to anyone.",Yes,17.0
REV16332,PROD1005,Noise Cancelling Earbuds,Electronics,CUS2402,2025-08-22,4,Very satisfied,Fast shipping and the product works exactly as advertised.,Yes,0.0
REV15628,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS2113,2026-04-24,3,Decent for the price,"Not bad, not great, meets basic expectations only.",Yes,3.0
REV11792,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS5418,2026-04-27,5,Amazing quality,Fast shipping and the product works exactly as advertised.,No,4.0
REV16067,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS3434,2025-06-13,5,Best buy,"Works flawlessly, setup was simple, and battery lasts long.",No,7.0
REV14334,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS5934,2026-01-06,2,Fair quality,"Not bad, not great, meets basic expectations only.",Yes,36.0
REV14379,PROD1005,Noise Cancelling Earbuds,Electronics,CUS4831,2026-05-23,1,Bad experience,Extremely disappointed with the build quality and finishing.,Yes,22.0
REV13475,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS4753,2025-09-27,4,Best buy,"Really happy with this purchase, quality feels premium.",No,1.0
REV15307,PROD1009,Sunglasses Classic,Accessories,CUS3001,2026-06-27,3,Poor quality,"Late delivery, wrong item received, and refund process was slow.",Yes,1.0
REV15419,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS5269,2025-07-06,5,Excellent product,"Amazing quality for the price, will definitely buy again.",Yes,17.0
REV13342,PROD1028,Mechanical Keyboard,Electronics,CUS2232,2025-11-03,3,Average product,"It works fine, but I expected slightly better build quality.",Yes,14.0
REV15134,PROD1019,Men's Cotton T-Shirt,Clothing,CUS1567,2025-12-27,4,Excellent product,"Five stars, everything about this product is fantastic.",Yes,8.0
REV14665,PROD1021,Kids Winter Jacket,Clothing,CUS3032,2025-07-01,5,Great purchase,Fast shipping and the product works exactly as advertised.,Yes,25.0
REV14741,PROD1016,Running Shoes,Sportswear,CUS5577,2025-05-11,5,Best buy,"Great value for money, exceeded my expectations completely.",Yes,1.0
REV13542,PROD1006,USB-C Fast Charger,Electronics,CUS5834,2026-06-15,4,Excellent product,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,16.0
REV13017,PROD1016,Running Shoes,Sportswear,CUS5568,2025-08-02,5,Highly recommend,"Works flawlessly, setup was simple, and battery lasts long.",Yes,30.0
REV14540,PROD1026,Almond Butter Jar,Grocery,CUS1331,2025-07-26,5,Great purchase,The sound quality is amazing and battery life is excellent.,Yes,12.0
REV15979,PROD1016,Running Shoes,Sportswear,CUS1983,2026-07-30,2,Waste of money,Battery life is terrible and customer support was unhelpful.,Yes,1.0
REV16799,PROD1030,Board Game Family Pack,Toys & Games,CUS4484,2026-03-15,5,Love it,"Beautiful design, sturdy material, and very durable overall.",Yes,3.0
REV15821,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS1004,2026-06-02,3,Does the job,"Reasonable purchase, could use some improvements in quality.",No,2.0
REV16215,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS3802,2025-05-10,5,Love it,The quality is outstanding and it arrived earlier than expected.,Yes,8.0
REV15295,PROD1002,Smart Fitness Watch,Electronics,CUS3329,2025-06-17,1,Not recommended,"Waste of money, stopped functioning within the first month.",Yes,2.0
REV12303,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS4371,2025-04-02,5,Very satisfied,"Absolutely love this product, works perfectly and looks great.",No,22.0
REV11127,PROD1009,Sunglasses Classic,Accessories,CUS5740,2026-07-12,4,Highly recommend,Customer service was helpful and the product exceeded expectations.,Yes,0.0
REV13439,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS3552,2025-08-02,3,Very satisfied,The quality is outstanding and it arrived earlier than expected.,Yes,6.0
REV13160,PROD1009,Sunglasses Classic,Accessories,CUS4057,2025-12-12,5,Very satisfied,Fast shipping and the product works exactly as advertised.,Yes,10.0
REV10150,PROD1008,Leather Wallet,Accessories,CUS1562,2025-02-11,5,Excellent product,"Really happy with this purchase, quality feels premium.",Yes,0.0
REV15559,PROD1016,Running Shoes,Sportswear,CUS1908,2025-06-21,3,Very disappointed,Extremely disappointed with the build quality and finishing.,Yes,8.0
REV12465,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS3802,2026-03-16,1,Broke quickly,"Waste of money, stopped functioning within the first month.",Yes,1.0
REV13817,PROD1025,Organic Green Tea,Grocery,CUS1584,2025-03-10,5,Love it,"Very comfortable and easy to use, exactly as described.",Yes,7.0
REV13226,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS3837,2026-04-01,5,Love it,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,15.0
REV13936,PROD1008,Leather Wallet,Accessories,CUS5796,2026-06-14,4,Amazing quality,Customer service was helpful and the product exceeded expectations.,No,8.0
REV10053,PROD1015,Air Fryer,Home & Kitchen,CUS1443,2025-04-11,1,Waste of money,"Very disappointed, the product stopped working after two days.",Yes,9.0
REV10672,PROD1002,Smart Fitness Watch,Electronics,CUS5613,2026-02-14,4,Great purchase,"Really happy with this purchase, quality feels premium.",Yes,4.0
REV15098,PROD1026,Almond Butter Jar,Grocery,CUS4922,2025-09-08,5,Best buy,"Absolutely love this product, works perfectly and looks great.",Yes,0.0
REV10530,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS1305,2025-06-29,4,Best buy,"Amazing quality for the price, will definitely buy again.",Yes,17.0
REV12780,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS5000,2025-09-11,5,Excellent product,Fast shipping and the product works exactly as advertised.,No,4.0
REV15739,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS3126,2025-06-09,5,Amazing quality,Fast shipping and the product works exactly as advertised.,Yes,5.0
REV14412,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS5988,2026-07-09,5,Fair quality,"The product works as expected, delivery took a bit long.",Yes,10.0
REV12002,PROD1026,Almond Butter Jar,Grocery,CUS4313,2025-07-22,4,Great purchase,The quality is outstanding and it arrived earlier than expected.,No,2.0
REV12558,PROD1018,Gym Duffel Bag,Sportswear,CUS2885,2026-01-29,3,Fair quality,"Average quality, works fine but packaging could be better.",Yes,3.0
REV16690,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS3715,2026-01-21,5,Love it,"Very comfortable and easy to use, exactly as described.",No,3.0
REV16169,PROD1017,Yoga Mat,Sportswear,CUS2731,2025-10-18,4,Best buy,The quality is outstanding and it arrived earlier than expected.,Yes,4.0
REV16385,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS1543,2026-03-19,5,Highly recommend,"Great value for money, exceeded my expectations completely.",Yes,5.0
REV14321,PROD1019,Men's Cotton T-Shirt,Clothing,CUS4079,2025-10-31,4,Amazing quality,"Five stars, everything about this product is fantastic.",Yes,12.0
REV14022,PROD1003,Portable Bluetooth Speaker,Electronics,CUS1331,2025-06-19,5,Great purchase,The quality is outstanding and it arrived earlier than expected.,Yes,16.0
REV10526,PROD1004,4K Ultra HD Smart TV,Electronics,CUS2126,2025-01-06,5,Highly recommend,"Beautiful design, sturdy material, and very durable overall.",Yes,9.0
REV16282,PROD1025,Organic Green Tea,Grocery,CUS5196,2026-04-29,4,It's okay,"The product works as expected, delivery took a bit long.",No,4.0
REV11922,PROD1016,Running Shoes,Sportswear,CUS3199,2026-07-31,2,Waste of money,"Waste of money, stopped functioning within the first month.",Yes,2.0
REV11164,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS4255,2025-07-28,4,Amazing quality,"Amazing quality for the price, will definitely buy again.",Yes,1.0
REV14742,PROD1003,Portable Bluetooth Speaker,Electronics,CUS2416,2026-01-02,4,Best buy,Fast shipping and the product works exactly as advertised.,Yes,1.0
REV13158,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS4596,2026-04-13,4,Amazing quality,Customer service was helpful and the product exceeded expectations.,Yes,0.0
REV11277,PROD1008,Leather Wallet,Accessories,CUS1274,2025-07-23,3,Very satisfied,Fast shipping and the product works exactly as advertised.,Yes,0.0
REV11376,PROD1018,Gym Duffel Bag,Sportswear,CUS3295,2025-08-19,4,Great purchase,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,5.0
REV15236,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS5528,2026-03-02,5,Very satisfied,"Really happy with this purchase, quality feels premium.",No,8.0
REV14529,PROD1002,Smart Fitness Watch,Electronics,CUS3712,2025-09-10,1,Bad experience,Terrible customer service and the product does not match description.,Yes,0.0
REV12894,PROD1021,Kids Winter Jacket,Clothing,CUS3869,2026-03-18,2,Not recommended,Sound quality is poor and connection keeps dropping constantly.,No,1.0
REV14269,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS2000,2026-02-09,4,Highly recommend,"Works flawlessly, setup was simple, and battery lasts long.",Yes,2.0
